pathname	phenotype	sep	chr_col	pos_col	chrpos_col	rsid_col	ea_col	nea_col	beta_col	se_col	z_col	n_snps	missing_snps	sample_size
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_IDL.TG.out	IDL.TG					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_Lac.out	Lac					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_LA.out	LA					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_LDL.C.out	LDL.C					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_LDL.D.out	LDL.D					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_L.HDL.CE.out	L.HDL.CE					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_L.HDL.C.out	L.HDL.C					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_L.HDL.L.out	L.HDL.L					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_L.HDL.PL.out	L.HDL.PL					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_L.HDL.P.out	L.HDL.P					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_L.LDL.CE.out	L.LDL.CE					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_L.LDL.C.out	L.LDL.C					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_L.LDL.FC.out	L.LDL.FC					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_L.LDL.L.out	L.LDL.L					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_L.LDL.PL.out	L.LDL.PL					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_L.LDL.P.out	L.LDL.P					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_L.VLDL.CE.out	L.VLDL.CE					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_L.VLDL.C.out	L.VLDL.C					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_L.VLDL.FC.out	L.VLDL.FC					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_L.VLDL.L.out	L.VLDL.L					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_L.VLDL.PL.out	L.VLDL.PL					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_L.VLDL.P.out	L.VLDL.P					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_L.VLDL.TG.out	L.VLDL.TG					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_M.HDL.CE.out	M.HDL.CE					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_M.HDL.C.out	M.HDL.C					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_M.HDL.FC.out	M.HDL.FC					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_M.HDL.L.out	M.HDL.L					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_M.HDL.PL.out	M.HDL.PL					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_M.HDL.P.out	M.HDL.P					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_M.LDL.CE.out	M.LDL.CE					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_M.LDL.C.out	M.LDL.C					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_M.LDL.L.out	M.LDL.L					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_M.LDL.PL.out	M.LDL.PL					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_M.LDL.P.out	M.LDL.P					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_MUFA.out	MUFA					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_M.VLDL.CE.out	M.VLDL.CE					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_M.VLDL.C.out	M.VLDL.C					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_M.VLDL.FC.out	M.VLDL.FC					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_M.VLDL.L.out	M.VLDL.L					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_M.VLDL.PL.out	M.VLDL.PL					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_M.VLDL.P.out	M.VLDL.P					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_M.VLDL.TG.out	M.VLDL.TG					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_otPUFA.out	otPUFA					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_PC.out	PC					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_Phe.out	Phe					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_Pyr.out	Pyr					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_Serum.C.out	Serum.C					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_Serum.TG.out	Serum.TG					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_S.HDL.L.out	S.HDL.L					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_S.HDL.P.out	S.HDL.P					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_S.HDL.TG.out	S.HDL.TG					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_S.LDL.C.out	S.LDL.C					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_S.LDL.L.out	S.LDL.L					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_S.LDL.P.out	S.LDL.P					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_SM.out	SM					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_S.VLDL.C.out	S.VLDL.C					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_S.VLDL.FC.out	S.VLDL.FC					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_S.VLDL.L.out	S.VLDL.L					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_S.VLDL.PL.out	S.VLDL.PL					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_S.VLDL.P.out	S.VLDL.P					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_S.VLDL.TG.out	S.VLDL.TG					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_Tot.FA.out	Tot.FA					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_TotPG.out	TotPG					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_Tyr.out	Tyr					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_Urea.out	Urea					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_VLDL.D.out	VLDL.D					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_XL.HDL.CE.out	XL.HDL.CE					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_XL.HDL.C.out	XL.HDL.C					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_XL.HDL.L.out	XL.HDL.L					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_XL.HDL.P.out	XL.HDL.P					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_XL.HDL.TG.out	XL.HDL.TG					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_XL.VLDL.L.out	XL.VLDL.L					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_XL.VLDL.PL.out	XL.VLDL.PL					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_XL.VLDL.P.out	XL.VLDL.P					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_XL.VLDL.TG.out	XL.VLDL.TG					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_XS.VLDL.L.out	XS.VLDL.L					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_XS.VLDL.PL.out	XS.VLDL.PL					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_XS.VLDL.P.out	XS.VLDL.P					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_XXL.VLDL.L.out	XXL.VLDL.L					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_XXL.VLDL.PL.out	XXL.VLDL.PL					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_XXL.VLDL.P.out	XXL.VLDL.P					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/metabolites_1000g/meta_XXL.VLDL.TG.out	XXL.VLDL.TG					rs_number	reference_allele	other_allele			z			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/CRP_processed/GWAS_CRP_imp_qual05.txt	CRP					SNP	EFFECT_ALLELE	OTHER_ALLELE			z_imp			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/SAT_processed/GWAS_SAT_imp_qual05.txt	SAT					SNP	EFFECT_ALLELE	OTHER_ALLELE			z_imp			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/Adipogen_processed/GWAS_Adipogen_imp_qual05.txt	Adipogen					SNP	EFFECT_ALLELE	OTHER_ALLELE			z_imp			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/VATadjBMI_processed/GWAS_VATadjBMI_imp_qual05.txt	VATadjBMI					SNP	EFFECT_ALLELE	OTHER_ALLELE			z_imp			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/PATadjHtWt_processed/GWAS_PATadjHtWt_imp_qual05.txt	PATadjHtWt					SNP	EFFECT_ALLELE	OTHER_ALLELE			z_imp			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/CRP_processed/GWAS_CRP_imp_qual05.txt	CRP		chr	pos			EFFECT_ALLELE	OTHER_ALLELE			z_imp			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/SAT_processed/GWAS_SAT_imp_qual05.txt	SAT		chr	pos			EFFECT_ALLELE	OTHER_ALLELE			z_imp			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/Adipogen_processed/GWAS_Adipogen_imp_qual05.txt	Adipogen		chr	pos			EFFECT_ALLELE	OTHER_ALLELE			z_imp			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/VATadjBMI_processed/GWAS_VATadjBMI_imp_qual05.txt	VATadjBMI		chr	pos			EFFECT_ALLELE	OTHER_ALLELE			z_imp			
/rdsgpfs/general/user/lz5515/home/WORK/ssimp_web/PATadjHtWt_processed/GWAS_PATadjHtWt_imp_qual05.txt	PATadjHtWt		chr	pos			EFFECT_ALLELE	OTHER_ALLELE			z_imp			
/rds/general/user/lz5515/home/WORK/ssimp_web/HDL_processed_alltagsnps/GWAS_HDL_imp_qual05.txt	HDL		chr	pos			EFFECT_ALLELE	OTHER_ALLELE			z_imp			
/rds/general/user/lz5515/home/WORK/ssimp_web/LDL_processed/GWAS_LDL_imp_qual05.txt	LDL		chr	pos			EFFECT_ALLELE	OTHER_ALLELE			z_imp			
/rds/general/user/lz5515/home/WORK/ssimp_web/TC_processed/GWAS_TC_imp_qual05.txt	TC		chr	pos			EFFECT_ALLELE	OTHER_ALLELE			z_imp			
/rds/general/user/lz5515/home/WORK/ssimp_web/TG_processed/GWAS_TG_imp_qual05.txt	TG		chr	pos			EFFECT_ALLELE	OTHER_ALLELE			z_imp			
/rds/general/user/lz5515/home/WORK/ssimp_web/proinsulin_processed/GWAS_proinsulin_imp_qual05.txt	proinsulin		chr	pos			EFFECT_ALLELE	OTHER_ALLELE			z_imp			
/rds/general/user/lz5515/home/WORK/ssimp_web/CIR_ISI_processed/GWAS_CIR_ISI_imp_qual05.txt	CIR_ISI		chr	pos			EFFECT_ALLELE	OTHER_ALLELE			z_imp			
/rds/general/user/lz5515/home/WORK/ssimp_web/CIR_processed/GWAS_CIR_imp_qual05.txt	CIR		chr	pos			EFFECT_ALLELE	OTHER_ALLELE			z_imp			
/rds/general/user/lz5515/home/WORK/ssimp_web/Leptin_processed/GWAS_Leptin_imp_qual05.txt	leptin		chr	pos			EFFECT_ALLELE	OTHER_ALLELE			z_imp			
/rds/general/user/lz5515/home/WORK/ssimp_web/Leptin_BMI_processed/GWAS_Leptin_BMI_imp_qual05.txt	leptinadjBMI		chr	pos			EFFECT_ALLELE	OTHER_ALLELE			z_imp			
/rds/general/user/lz5515/home/WORK/ssimp_web/PAI_processed/GWAS_PAI_imp_qual05.txt	PAI_1		chr	pos			EFFECT_ALLELE	OTHER_ALLELE			z_imp			
